Gene	ERR2451262	ERR2451263	ERR2451264	ERR2451265	ERR2451266	ERR2451267	ERR2451268	ERR2451269	ERR2451270	ERR2451271	ERR2451272	ERR2451273	ERR2451274	ERR2451275	ERR2451276	ERR2451277	ERR2451278	ERR2451279	ERR2451280	ERR2451281	ERR2451282	ERR2451283	ERR2451284	ERR2451285	ERR2451286	ERR2451287	ERR2451288	ERR2451289	ERR2451290	ERR2451291	ERR2451292	ERR2451293	ERR2451294	ERR2451295	ERR2451296	ERR2451297	ERR2451298	ERR2451299	ERR2451300	ERR2451301	ERR2451302	ERR2451303	ERR2451304	ERR2451305	ERR2451306	ERR2451307	ERR2451308	ERR2451309	ERR2451310	ERR2451311	ERR2451312	ERR2451313	ERR2451314	ERR2451315
ENSG00000000003	1.7407860766214718	1.4647965526142555	1.5343697251675745	1.747840237306971	1.546337871237534	1.4362038120295053	1.5261364435271922	1.3508700463370678	1.5434241464438943	1.8715803310130898	1.1958238545262714	1.2938150582878534	1.5132848388887465	1.0997370958948083	1.0724236131817877	1.533061085857748	1.7053099502838052	1.312094950333097	1.7550786175074207	1.2796312038472815	1.5240497058765619	1.3447839855056203	1.0413747534593465	1.633247149777702	1.3011493830704026	1.317764096054744	1.5708761242670608	2.0285004027512805	1.0817748279994208	1.8759645804303435	1.8835753084895077	1.4618537854732763	1.3449342097621622	1.8059231680957855	1.7928502886886823	1.8117120371701207	1.6930951450290337	1.5272590074201002	1.4117884144890036	1.3354575832253248	1.2064161165366794	1.1158223667915996	1.7343958640456636	1.1915761599720285	1.8417535041548851	1.2654641861618217	0.7280901636614401	1.0115035529420833	0.7301363685603454	1.4853312980046725	1.4538295221082689	1.5915650854754742	1.5679003649905299	0.9728793599850832
ENSG00000000005	0.049704055194206	0.5099864535775469	0.0698423523057581	0.06926610400879293	0.07858280235863703	0.044228368154593856	0.048834218764252216	0.05323632243471813	0.05357614473823091	0.044725101073599956	0.05333086977606116	0.055301753541985146	0.05554232909921254	0.042734190086865895	0.07604207775530691	0.03777902259018822	0.06094856838975565	0.035308823059013485	0.06106659004950329	0.05580956035025907	0.057912765283536935	0.06025506480944973	0.04750496028560479	0.053900037671920295	0.05881431239001369	0.06897581845593434	0.04906260163703828	0.033665762337442215	0.04207548554268397	0.04458711373913341	0.055906645837573474	0.053140638562388015	0.03576893380203465	0.05278248941109863	0.049753627153462696	0.027811309705047603	0.0491773162750828	0.031278561575142326	0.04763088059807713	0.03648790154304159	0.025868092921999254	0.04064071036910407	0.0443951262183942	0.034787379319268445	0.05058453138722336	0.04052192308291454	0.03563804956363288	0.04421195993343354	0.03204678044289108	0.05488568332446847	0.05470674559286176	0.044918378158309874	0.07198358211664135	0.04950551453526319
ENSG00000000419	6.429043287490409	5.558614569622716	6.816699550527487	7.058187388705296	7.472764742843132	7.704299771658146	6.683591382394074	6.3125234899274165	7.846026969379853	7.21337967802652	6.145188148869314	6.5347683609439855	5.913872610335124	5.694479830815931	6.431846661139798	6.613338890631099	7.694167785743472	5.912704052609803	7.4692216402196	6.655870171088848	7.309363716403274	4.46437604168403	5.698751721544704	6.281652341020916	6.292606182482707	5.986863071117028	4.756474373839902	6.404791901787023	6.0684732776604395	6.205390912369573	6.236654726230466	6.059823183247234	6.092291876961905	6.257785580100955	5.928394531275777	5.768288883964677	6.197513072936428	5.426017134799524	5.864131011163147	5.204800053119884	5.466551425192193	5.1631525068314605	6.0684732776604395	5.688832518007391	6.610349321089586	5.927184354339442	5.661910367467369	6.300656090495858	5.569504687700155	7.093611623641573	6.741614106584533	7.164230585612548	6.640212477942063	6.191446232471324
ENSG00000000457	2.8856714377230075	2.889655588361819	2.687458657083191	2.5819705382028872	2.623979990888806	2.9841971590350447	2.7910328308802543	2.980248027126798	2.9302554847007576	3.057723272405727	2.741164876546752	2.713751813931314	2.5700202053040044	2.95779318277165	2.7793843285063877	3.106234230468867	2.703994062839156	2.6883866636721234	3.1228131831236885	3.0131520735375243	3.150452491002924	4.484954847490961	2.9020278294543016	3.2788365821282897	3.2235928790821182	2.9709721690799467	3.9093199858232444	3.064604488925158	3.4611672800635715	3.3503505697814053	2.8308004566926335	2.9723817467253513	3.175557149965817	2.859496067775728	3.2640448588060478	3.150452491002924	3.0917575840164644	3.582241162324322	3.1874041294742756	3.0968832961982966	3.1150791662706876	3.182920523155947	3.1027880017715317	2.8301207808923126	3.6185217404613663	3.4585120173433674	3.37240450289256	3.1294475896186227	2.7633029956865167	2.8569190377527276	3.0834689161056215	2.6927567594605755	2.931225485845287	2.7519278984594333
ENSG00000000460	2.056871485842198	1.9888912511781935	1.955327837799677	1.7456374571706923	2.0052231664580145	2.0686860414633395	2.134819536698331	1.8618224392281681	1.9054547522938634	2.042394224596773	2.1321294551778345	1.9977863951051469	1.7985552074335833	1.860303181376265	1.7543740971224913	1.93746831891389	1.6728392810758768	2.2483791162645383	1.9222978963247779	1.751467826623543	2.073469740662452	2.4324203759665157	1.9586332348551205	2.0529787796518386	2.253448872268287	2.07476957357394	2.299753287261451	2.1984166727925785	1.8781931451850404	2.1465003962114557	2.171521755445708	2.332116931896553	2.3170420112150563	2.190419700585579	2.0914738424696906	2.1438048529438194	2.209155278932935	2.880965777134661	2.529046975780263	2.4005748081092486	2.3095491283010823	2.3836702546468795	2.437559264092363	1.7204611112828399	2.4647187085238063	2.0259218559439387	2.297133132595955	2.3773679126913017	1.9462001722182753	1.9170740809334523	1.7049603151296586	2.123539104227435	2.213226505248352	1.9058508879815148
ENSG00000000938	19.570118379032976	26.36098294252806	14.942479050403772	16.319512233155432	22.5177108493072	13.046257731552245	18.541633616310673	19.96258254015889	15.590288142112245	17.570271800464482	33.76328369040124	26.083335315715516	22.327708121426333	30.159973638691106	26.990472504774086	14.119439310026584	18.74370375016335	23.976515314713247	12.181976797159614	21.258601675837376	18.061594828522875	34.21261920094341	27.636425637241913	29.59914201877701	15.030968654354234	34.863176302832514	38.76749218173144	15.842531394539836	16.934487360004287	18.07685102246293	19.14350679947471	29.702432875298534	25.28382158169591	23.408554355142506	17.45260125263436	23.099604592704708	22.570230621929944	26.123451505995096	22.0747481150593	28.318659287482745	27.50821558296821	27.83909111577963	16.08641258159414	23.783352117911402	15.030968654354234	13.297492011282595	27.189474855054392	17.79704393452219	32.97550605439467	21.11965226608495	24.031735722884164	16.688527590092637	25.069444040725458	27.153094996551662
ENSG00000000971	1.7926659434912007	1.5791850660367517	1.5993558480636771	1.5543207439354778	1.0437762929682615	1.5667514109269427	1.5514001183699688	1.4354804189754955	1.1258658193480482	1.663054736042362	1.905253625740503	2.083800735601234	1.8303506748241212	1.7918957312501353	1.605248230009581	1.5102938085314055	1.5121720926707085	1.490277026622206	1.7420054464843338	1.5793527652098607	1.5670708028429066	2.0791218211541316	1.2013138198398672	1.8777883222058156	1.7771000360720675	1.981552816243218	2.2189119057908675	2.346148922443472	2.205767880932066	2.1833719109533316	2.345134772158337	2.2503028598298003	2.1253184506057754	2.1417227186602474	2.012323697363461	2.2634053291489815	1.8016147513923308	1.69117503799921	1.8505110393212914	1.8591368943284674	1.6934547818644106	1.51840494175108	1.6192986390016548	2.090131170901497	1.998429038842838	1.8511019249345422	1.8396120443785526	1.2165167375662636	1.69880904709026	1.6276229687049355	1.7732168550490885	2.0001229081038367	1.908052004960068	2.2391859659730824
ENSG00000001036	4.826959313626634	5.250571797510622	3.8707240030231547	4.1437381415160495	4.183133496664551	3.9187224499077224	3.833792965843027	4.096424708686051	4.3846136733107475	4.530687618932916	5.670280971645416	5.282884726195265	4.273922604891642	5.220518628091606	4.748019926688012	3.5772218855470728	4.214922794291239	4.723040910151658	3.7892266640601098	4.070949539063336	4.61041481428672	4.915417108406173	4.663062373405395	4.987371830311482	3.8649736827649837	4.998862586008691	5.153696573164672	3.847989871644166	3.7840000702479517	3.9908618782190084	4.427639315590989	4.642549098323252	4.525609047254836	5.034588044757353	3.954282582155295	4.105437372053774	3.9076235131520907	4.806689781707741	4.722332827663432	4.592007229852419	4.209851540429728	4.414057878557491	4.095777120342301	4.070355915054987	3.696372201068507	3.8438549284823926	5.456620840273258	4.104831136060044	5.082677641699995	4.592007229852419	4.691096297294818	4.0885971284851665	4.677495443623078	5.091172812500039
ENSG00000001084	5.084443005504091	3.970696247413244	4.16474414223169	4.7915146044152745	4.003121875258639	4.812832895886032	4.704192136721923	4.479609594335052	4.9325150959863615	6.0610646472959395	5.205824154255301	5.256090832319678	5.110858465478076	5.126393054322752	4.643283912343442	5.150908896051007	4.784558057020234	5.044799521839123	4.996916808750934	4.562883602798894	4.5758132727336065	4.854486506951619	4.678226120894795	5.65871986281503	4.9815341498843	4.219461758362407	4.4270132476955295	4.673128217347449	4.497409555323925	4.858460157340598	4.808122800562097	4.843318254910361	5.632183672182492	5.519091277588645	5.021461580576306	5.004927251848725	4.848746095256049	4.3598477885020035	5.40916165312882	4.684416076861483	4.538377451163271	4.443022746774516	4.721604827389852	4.852146175454614	5.261701291744864	4.707204421716478	4.93096965154137	4.893943713153386	4.807407578701383	4.59052142452226	6.081401257860601	5.552452961812444	4.66845330575957	4.899634036824471
ENSG00000001167	6.268514661150322	5.631060876785766	5.1424045976261405	5.29573858664985	5.075344791598162	6.699045761155458	5.6006778150355565	5.923395588985262	6.722279443367528	6.18758851706025	5.85187240741716	5.329773089993137	5.420154493752422	5.479905811180618	4.509508876538984	5.702145524268305	5.152777887264596	5.844683137405592	5.240166175706063	4.8105176852652365	5.528622353380754	6.185051796338232	5.775848444740224	4.9325150959863615	5.870165433908812	5.1424045976261405	5.627836123304031	5.298541617119638	4.813628751702447	5.4675679760535445	6.291250252712135	5.532642992708347	5.543870864416573	5.423051269006872	5.7950972306699144	5.632183672182492	5.730099823181893	7.0200011341430875	6.067244084858018	6.200151197787624	6.75980205717164	6.167596002637355	6.202751969594847	6.021939213652217	6.663271295096781	5.867615111622604	5.546054566679252	6.101132030375877	4.772657302159525	5.027762639432637	4.84792505367211	5.257958745690978	5.096965630591724	5.196026723608001
